iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,1,312,231,1323,112,1
1,1,0,1,1,321,132,3232,213,1
1,0,0,1,0,232,121,2132,231,0
1,1,1,1,1,131,313,1233,231,1
0,0,1,0,1,223,132,1233,211,1
1,0,0,0,0,123,311,3312,232,0
1,1,0,0,0,231,312,1222,322,0
1,0,1,0,0,133,212,1332,132,1
1,0,1,0,1,232,323,3323,133,1
0,1,0,1,1,313,132,1322,213,0
1,1,0,1,0,321,232,2113,332,1
0,0,1,1,0,331,213,3323,233,0
0,1,1,1,0,323,231,2321,113,0
1,1,1,0,1,313,132,1312,212,1
0,0,1,1,1,211,123,3121,321,1
0,1,0,1,0,313,131,2133,213,0
0,1,1,0,0,211,123,3223,131,1
1,1,1,0,0,313,232,1332,331,1
0,1,0,0,0,321,212,3131,123,0
1,1,0,0,1,132,313,1133,123,0
0,0,0,1,0,212,323,1211,113,1
0,1,1,1,1,131,322,1313,222,1
1,0,0,1,1,113,231,2113,131,0
0,0,0,0,0,321,132,1333,121,0
1,0,0,0,1,212,321,1232,232,0
1,1,1,1,0,311,123,1321,212,1
1,0,1,1,1,321,132,3212,223,0
1,0,1,1,0,121,313,2213,112,0
0,0,0,0,1,313,131,3311,332,0
0,0,1,0,0,311,232,2221,221,0
0,0,0,1,1,121,312,3311,321,1
0,1,1,0,1,231,323,2233,222,1
