iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,0,323,231,1231,211,0
1,1,0,0,0,133,322,1311,231,0
1,0,0,1,1,213,121,3332,233,0
1,1,1,0,0,132,323,3112,323,1
0,1,0,0,1,313,221,1312,132,0
1,0,0,0,0,312,121,1223,212,1
0,1,0,1,1,213,321,3211,111,1
0,1,1,1,0,332,123,1313,111,1
1,0,1,1,0,321,213,1331,232,0
0,0,0,1,1,323,132,3112,311,1
0,1,1,1,1,113,232,2332,133,1
0,0,1,0,0,313,132,2122,113,1
0,1,1,0,0,323,231,2232,323,1
1,1,0,1,1,231,323,1233,222,1
0,1,1,0,1,213,332,3123,233,1
1,0,1,0,1,123,312,1232,122,1
1,0,1,0,0,321,212,2311,132,1
1,0,0,0,1,213,121,3331,312,0
0,1,0,1,0,121,212,1123,331,1
1,1,0,1,0,312,223,1232,222,0
0,0,0,0,0,313,131,3122,213,1
1,0,1,1,1,321,213,3323,332,1
0,0,0,0,1,232,313,2312,312,1
0,0,1,1,1,131,323,3213,331,0
0,1,0,0,0,131,312,2211,312,0
0,0,0,1,0,132,313,2333,331,0
1,1,0,0,1,231,123,2131,131,0
0,0,1,0,1,232,321,1113,121,0
1,1,1,1,1,312,131,2233,232,0
1,1,1,1,0,313,232,3312,213,0
1,0,0,1,0,121,313,1311,221,0
1,1,1,0,1,121,232,2331,311,0
