iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,0,0,132,321,1313,122,0
0,0,0,0,1,313,221,1113,312,1
1,1,1,1,1,232,321,2313,312,1
0,0,0,0,0,213,131,2223,123,1
1,1,1,0,0,121,313,2113,322,0
0,0,1,0,0,231,123,3111,332,0
1,0,0,1,1,212,323,1321,111,0
1,1,1,0,1,311,122,2123,233,0
1,1,0,0,0,321,112,1132,131,1
0,1,0,0,0,231,323,2212,233,1
0,1,1,0,1,121,232,2232,323,0
0,1,0,1,1,131,213,1233,331,1
1,0,0,1,0,132,221,1221,212,1
0,0,0,1,1,321,112,1322,133,0
1,0,1,1,1,213,121,3232,313,1
1,1,0,0,1,113,231,1333,123,1
0,0,0,1,0,312,231,3231,213,0
1,0,1,0,0,232,321,1232,211,1
0,0,1,0,1,322,113,2112,112,0
0,1,1,1,0,121,212,1132,132,0
0,0,1,1,1,131,213,3111,121,1
1,0,0,0,1,231,323,2111,331,0
0,0,1,1,0,323,212,1231,222,1
1,1,0,1,1,223,132,2123,233,1
1,1,0,1,0,232,113,3321,132,1
1,0,1,1,0,132,313,1113,131,0
0,1,0,1,0,321,212,1332,311,0
1,1,1,1,0,232,313,2113,231,1
0,1,1,0,0,313,132,2132,213,0
1,0,1,0,1,232,123,2333,232,1
0,1,0,0,1,131,212,1112,211,0
0,1,1,1,1,221,313,1231,231,0
