iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,1,123,231,3113,112,1
1,1,1,1,0,232,313,2311,322,0
0,0,0,1,0,313,131,2123,212,0
0,1,0,1,0,312,231,2132,331,1
1,1,1,1,1,312,121,3311,122,0
1,0,1,0,1,231,312,1331,121,1
0,1,1,0,0,131,213,1332,311,0
1,1,1,0,1,121,313,3212,331,1
0,0,1,1,1,312,131,1112,122,1
0,0,1,0,1,213,121,3213,332,1
1,0,1,0,0,323,232,2311,323,1
0,1,1,1,1,221,132,3221,213,0
0,1,0,0,1,312,131,1222,211,0
1,0,0,1,1,131,213,3232,312,0
0,1,1,0,1,321,212,3213,212,1
0,1,0,0,0,231,313,1133,123,1
0,0,0,0,0,133,312,1121,222,1
0,0,1,1,0,223,312,1311,223,0
1,1,0,0,0,312,231,3311,313,0
0,0,1,0,0,133,321,3221,121,0
1,1,0,0,1,312,233,1232,231,1
1,0,0,0,0,112,321,3213,332,0
0,1,0,1,1,223,332,3223,223,0
1,1,0,1,1,131,212,2311,123,1
0,1,1,1,0,332,121,1132,122,1
1,1,0,1,0,331,213,3232,113,0
1,0,0,0,1,121,213,2231,211,1
0,0,0,0,1,313,121,2231,322,0
1,0,1,1,0,332,121,3112,222,0
1,0,0,1,0,131,213,2132,132,1
1,1,1,0,0,121,312,2133,331,0
1,0,1,1,1,313,121,1121,223,1
