iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,1,123,311,1211,112,0
0,1,1,1,1,231,323,3212,223,1
1,1,1,0,0,321,212,1221,221,1
1,0,0,1,0,131,313,2311,222,1
1,0,0,1,1,213,131,3232,322,1
0,0,1,1,1,323,212,1121,131,1
0,1,1,0,0,131,313,2233,221,0
0,1,0,0,0,232,121,1222,211,0
0,0,1,0,0,121,233,1211,112,0
1,0,1,0,1,121,313,1133,313,1
0,0,0,1,1,231,313,3113,322,1
1,0,0,0,1,123,231,3311,131,0
1,1,1,1,1,313,131,2323,333,1
0,1,0,0,1,212,323,2121,213,1
1,0,0,0,0,121,232,1112,112,1
0,1,0,1,1,313,132,2313,122,0
1,1,1,0,1,213,121,2332,221,1
0,1,0,1,0,313,121,2223,231,0
1,0,1,1,0,121,212,2231,231,1
0,0,1,1,0,132,321,3122,312,0
1,1,0,1,0,321,212,3321,322,0
1,0,1,1,1,131,323,2113,121,1
0,0,0,0,1,131,313,1313,313,0
1,1,0,0,0,231,323,2112,223,1
1,0,1,0,0,312,121,3213,322,0
0,1,1,0,1,313,131,3133,221,0
0,1,1,1,0,121,313,3221,323,1
1,1,1,1,0,323,212,2122,112,1
0,0,1,0,1,312,121,3321,131,0
1,1,0,1,1,233,312,2213,123,0
0,0,0,0,0,123,231,2231,331,0
0,0,0,1,0,323,232,1123,313,0
