iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,1,121,233,3232,213,1
0,1,0,1,0,313,231,3123,122,1
0,0,0,0,1,213,122,3211,322,0
0,1,1,0,1,313,232,2131,323,0
1,1,1,1,0,213,132,3323,213,0
1,0,0,1,1,221,313,2311,121,1
0,0,1,1,0,123,212,3213,133,1
1,0,0,0,1,312,131,1331,332,1
1,0,1,0,1,213,331,1122,231,1
1,1,1,0,0,131,323,2331,321,1
0,1,0,0,1,232,323,2313,123,0
1,1,0,0,1,323,231,1122,131,0
1,1,1,0,1,321,212,2111,212,1
0,1,0,0,0,221,312,2321,113,0
1,0,1,1,0,311,232,1313,322,1
1,1,0,1,0,312,233,2211,132,1
0,0,0,1,1,121,312,1232,131,0
0,1,0,1,1,213,131,2331,231,0
0,0,0,0,0,312,231,3332,221,0
0,0,1,0,1,123,212,1332,322,1
1,0,0,1,0,121,232,1133,331,0
1,1,0,1,1,132,321,2113,221,0
1,1,0,0,0,132,313,3131,121,0
1,1,1,1,1,132,221,1211,213,0
1,0,1,1,1,232,121,1231,232,1
0,0,1,1,1,212,123,1112,132,0
0,1,1,1,0,131,223,2213,132,0
0,0,0,1,0,232,121,1213,223,0
0,0,1,0,0,312,121,1121,121,1
1,0,0,0,0,131,312,1212,111,1
0,1,1,0,0,112,323,1321,113,1
1,0,1,0,0,323,232,1113,332,1
