iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,1,213,121,1122,233,1
1,1,0,0,1,322,133,3313,122,0
1,0,0,1,1,132,321,1122,222,1
1,0,0,0,1,131,312,3223,122,1
1,0,0,0,0,323,231,1213,233,1
0,0,0,0,1,231,313,1131,222,0
0,1,1,1,0,321,232,2212,122,1
1,1,1,0,0,223,132,2231,112,0
0,1,0,1,0,232,313,3133,232,0
1,1,1,1,1,123,312,1122,131,1
1,1,1,0,1,321,213,2213,221,0
0,0,1,0,0,331,212,1213,112,0
1,0,1,1,1,323,231,1122,121,0
0,1,1,0,1,123,232,3122,132,1
0,0,0,1,0,223,132,3323,312,1
1,1,0,1,1,231,123,1112,231,1
0,0,0,1,1,131,213,2112,222,0
1,0,1,0,0,132,321,2333,313,0
0,1,0,1,1,131,213,2211,331,0
1,1,0,0,0,223,331,1213,212,0
0,0,1,1,0,131,213,1313,133,0
1,0,1,0,1,232,123,3223,133,1
0,1,0,0,0,213,332,3322,323,0
0,0,1,0,1,311,123,3132,112,1
1,1,1,1,0,123,232,1232,221,0
1,1,0,1,0,123,231,3121,313,0
0,1,0,0,1,311,123,2122,313,1
0,0,0,0,0,232,121,3121,221,1
1,0,1,1,0,113,321,2212,132,1
0,1,1,0,0,133,312,3311,132,1
0,1,1,1,1,121,212,1231,312,1
1,0,0,1,0,311,232,1332,333,0
