iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,1,121,313,2112,212,1
1,1,1,1,0,131,323,3311,121,0
0,1,0,0,1,323,212,3213,132,0
0,0,0,0,0,321,212,1211,212,0
1,0,1,0,0,212,123,1123,332,0
0,1,0,1,0,232,321,3131,133,1
1,0,0,0,0,312,121,2312,221,1
0,0,1,1,1,322,211,3223,321,0
0,0,1,0,0,131,213,1332,223,1
1,0,1,1,0,212,331,3222,231,1
1,1,1,0,1,213,321,3321,231,1
0,0,0,0,1,232,121,3223,222,1
1,1,0,0,1,131,212,1123,112,0
0,1,1,1,0,312,221,3233,121,0
1,0,0,1,0,131,313,2223,323,1
1,0,1,1,1,313,232,3213,132,1
0,1,0,0,0,313,132,1321,113,1
1,1,0,1,0,223,132,3122,131,0
0,0,1,1,0,212,121,2133,221,0
0,1,1,0,0,131,322,1132,311,0
0,1,1,1,1,213,121,3222,331,0
0,0,1,0,1,212,321,1323,323,1
1,1,1,1,1,132,311,1122,213,0
0,1,0,1,1,323,132,1122,223,1
1,1,0,1,1,321,213,1113,113,1
1,1,0,0,0,132,213,3313,233,0
1,0,0,0,1,321,133,3132,231,0
0,0,0,1,0,223,131,2313,232,0
0,1,1,0,1,311,123,1321,223,1
1,0,0,1,1,232,313,1312,322,1
0,0,0,1,1,321,232,2233,321,0
1,1,1,0,0,123,232,3332,331,1
