iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,1,0,323,212,1133,221,0
0,0,0,1,1,223,131,2113,232,0
1,1,0,1,0,231,122,1223,222,0
0,1,1,0,1,213,321,3111,223,1
1,0,0,1,1,313,131,2211,323,1
1,0,0,1,0,231,313,1332,132,0
1,0,1,0,1,123,312,2131,222,1
0,1,1,1,1,232,323,3233,123,0
1,0,1,1,0,212,123,1113,211,0
0,1,0,0,1,232,323,2133,123,0
1,0,0,0,0,213,131,2111,321,0
1,1,1,1,1,121,212,3221,211,0
0,0,1,1,0,321,132,2121,121,1
0,0,1,1,1,123,312,3312,112,0
0,1,0,1,1,131,212,1231,232,0
0,1,1,1,0,312,123,2232,112,1
0,0,0,0,0,312,121,1123,112,0
0,1,0,0,0,212,321,3212,121,1
0,0,1,0,1,212,323,1232,232,1
1,1,1,0,1,131,312,1231,111,1
1,0,0,0,1,232,313,2121,323,1
0,0,0,1,0,131,313,1132,311,0
1,1,1,0,0,131,313,3311,312,1
0,0,1,0,0,121,213,2231,232,1
1,1,0,1,1,312,231,2333,122,0
1,1,0,0,1,232,123,1211,131,0
1,0,1,1,1,311,232,1112,112,1
1,1,0,0,0,232,323,1221,211,1
0,1,1,0,0,323,211,3111,213,1
1,1,1,1,0,112,321,2211,212,0
0,0,0,0,1,131,213,3212,133,1
1,0,1,0,0,213,132,1121,133,1
