iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,231,123,1222,132,1
1,0,1,1,0,123,232,2233,212,0
0,0,1,1,0,233,121,2123,111,1
0,0,0,0,1,131,312,3312,113,1
1,1,0,1,1,121,212,1322,233,1
0,0,0,1,1,121,313,2323,111,0
1,0,0,1,0,232,321,3311,122,0
1,1,1,1,0,321,213,2313,122,0
0,1,1,0,1,231,122,3313,121,0
1,1,1,1,1,123,232,2323,322,1
1,0,0,0,1,321,213,3322,212,0
0,0,1,0,0,231,323,3322,333,1
1,1,1,0,0,231,312,3311,322,1
1,1,1,0,1,313,231,3311,113,0
1,0,0,1,1,312,131,2122,333,1
0,1,1,1,0,212,323,1213,322,0
0,0,1,0,1,233,321,2211,312,1
0,1,0,1,0,132,321,3322,223,0
0,1,0,1,1,313,121,2233,232,0
0,1,0,0,0,321,232,1131,132,1
1,0,1,1,1,232,323,1112,112,0
1,0,1,0,1,311,132,1113,123,1
0,1,0,0,1,132,313,2331,112,1
1,1,0,0,1,312,121,2321,311,0
1,1,0,1,0,131,323,1231,313,1
0,0,0,1,0,211,323,1223,121,1
1,0,0,0,0,321,133,2133,311,0
0,0,0,0,0,131,312,1121,311,1
0,1,1,1,1,313,131,3211,312,0
0,1,1,0,0,232,313,1121,212,0
1,0,1,0,0,313,122,1232,313,1
0,0,1,1,1,132,223,2111,233,0
