1.4244 	WARNING 	Speech-to-text recognition module not available (use command `pip install SpeechRecognition` to get it. Transcription will be unavailable.
7.3103 	WARNING 	User requested fullscreen with size [1200  600], but screen is actually [1920, 1200]. Using actual size
8.5346 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([-1, -1, -1]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000016505A49780>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000165071A56D8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=1, size=array([1920, 1200]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5349 	EXP 	window1: mouseVisible = True
8.5350 	EXP 	window1: recordFrameIntervals = False
8.6989 	EXP 	window1: recordFrameIntervals = True
8.8830 	EXP 	window1: recordFrameIntervals = False
9.4700 	EXP 	Created expStartText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='expStartText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Press space to begin', units='height', win=Window(...), wrapWidth=1)
9.4829 	EXP 	Created blockStartText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='blockStartText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Block 1 of 1\nPress space to begin', units='height', win=Window(...), wrapWidth=1)
9.4865 	EXP 	Created visCueText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='visCueText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='Test', units='height', win=Window(...), wrapWidth=1)
9.4930 	EXP 	Created fixDot = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='fixDot', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.015, 0.015]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.4966 	EXP 	Created fixDotBlue = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-2.0, fillColor=array([-1, -1,  1]), fillColorSpace='rgb', fillRGB=array([-1, -1,  1]), interpolate=True, lineColor=array([-1., -1.,  1.]), lineColorSpace='rgb', lineRGB=array([-1, -1,  1]), lineWidth=1.0, name='fixDotBlue', opacity=1, ori=0.0, pos=array([0., 0.]), size=array([0.015, 0.015]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
9.8066 	EXP 	Sound soundStim set volume 0.000
9.8135 	EXP 	Created blockEndText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='blockEndText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.8207 	EXP 	Created expEndText = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.025, italic=False, languageStyle='LTR', name='expEndText', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='End of experiment! \nPlease stay seated.', units='height', win=Window(...), wrapWidth=1)
9.8663 	EXP 	expStartText: autoDraw = True
22.9520 	EXP 	Created sequence: sequential, trialTypes=1, nReps=1, seed=None
22.9528 	EXP 	New trial (rep=0, index=0): None
22.9783 	EXP 	Imported C:\Users\Lab Admin\Documents\AlexP\stim_v2\trialInfo\StairCase\1.csv as conditions, 32 conditions, 8 params
22.9786 	EXP 	Created sequence: sequential, trialTypes=32, nReps=1, seed=None
22.9948 	EXP 	expStartText: autoDraw = False
32.9691 	EXP 	blockStartText: text = 'Block 1 of 1\n Press space to continue'
32.9691 	EXP 	blockStartText: autoDraw = True
33.8383 	EXP 	Imported C:\Users\Lab Admin\Documents\AlexP\stim_v2\trialInfo\StairCase\1.csv as conditions, 32 conditions, 8 params
33.8390 	EXP 	Created sequence: sequential, trialTypes=32, nReps=1, seed=None
33.8396 	EXP 	New trial (rep=0, index=0): OrderedDict([('iStimSide', 0), ('iTargSide', 1), ('iSideFirst', 0), ('iStim', 1), ('iGen', 0), ('sylTarg', 323), ('sylDist', 232), ('sylCent', 3221)])
33.8702 	EXP 	blockStartText: autoDraw = False
34.8695 	EXP 	visCueText: text = 'Right'
34.8695 	EXP 	visCueText: autoDraw = True
35.8704 	EXP 	fixDot: autoDraw = True
35.8866 	EXP 	visCueText: autoDraw = False
36.8549 	EXP 	Sound soundStim started
39.6572 	EXP 	Sound soundStim stopped
40.6418 	EXP 	fixDotBlue: autoDraw = True
40.6908 	EXP 	fixDot: autoDraw = False
48.6360 	EXP 	New trial (rep=0, index=1): OrderedDict([('iStimSide', 1), ('iTargSide', 0), ('iSideFirst', 0), ('iStim', 1), ('iGen', 0), ('sylTarg', 131), ('sylDist', 213), ('sylCent', 3232)])
48.6651 	EXP 	visCueText: autoDraw = False
48.6651 	EXP 	fixDot: autoDraw = False
48.6651 	EXP 	fixDotBlue: autoDraw = False
49.6653 	EXP 	visCueText: text = 'Left'
49.6653 	EXP 	visCueText: autoDraw = True
50.6492 	EXP 	fixDot: autoDraw = True
50.6657 	EXP 	visCueText: autoDraw = False
51.6498 	EXP 	Sound soundStim started
54.4459 	EXP 	Sound soundStim stopped
55.4537 	EXP 	fixDot: autoDraw = False
55.4537 	EXP 	fixDotBlue: autoDraw = True
63.4282 	EXP 	New trial (rep=0, index=2): OrderedDict([('iStimSide', 1), ('iTargSide', 0), ('iSideFirst', 1), ('iStim', 1), ('iGen', 1), ('sylTarg', 121), ('sylDist', 232), ('sylCent', 2321)])
63.4621 	EXP 	visCueText: autoDraw = False
63.4621 	EXP 	fixDot: autoDraw = False
63.4621 	EXP 	fixDotBlue: autoDraw = False
64.4436 	EXP 	visCueText: text = 'Left'
64.4436 	EXP 	visCueText: autoDraw = True
65.4444 	EXP 	visCueText: autoDraw = False
65.4444 	EXP 	fixDot: autoDraw = True
66.4449 	EXP 	Sound soundStim started
69.2460 	EXP 	Sound soundStim reached end of file
70.2480 	EXP 	fixDot: autoDraw = False
70.2480 	EXP 	fixDotBlue: autoDraw = True
78.2414 	EXP 	New trial (rep=0, index=3): OrderedDict([('iStimSide', 1), ('iTargSide', 0), ('iSideFirst', 0), ('iStim', 0), ('iGen', 0), ('sylTarg', 112), ('sylDist', 333), ('sylCent', 1332)])
78.2734 	EXP 	visCueText: autoDraw = False
78.2734 	EXP 	fixDot: autoDraw = False
78.2734 	EXP 	fixDotBlue: autoDraw = False
79.2556 	EXP 	visCueText: text = 'Left'
79.2556 	EXP 	visCueText: autoDraw = True
80.2564 	EXP 	visCueText: autoDraw = False
80.2564 	EXP 	fixDot: autoDraw = True
81.2571 	EXP 	Sound soundStim started
84.0564 	EXP 	Sound soundStim stopped
85.0433 	EXP 	fixDotBlue: autoDraw = True
85.0600 	EXP 	fixDot: autoDraw = False
93.0363 	EXP 	New trial (rep=0, index=4): OrderedDict([('iStimSide', 1), ('iTargSide', 1), ('iSideFirst', 1), ('iStim', 0), ('iGen', 0), ('sylTarg', 212), ('sylDist', 323), ('sylCent', 2331)])
93.0685 	EXP 	visCueText: autoDraw = False
93.0685 	EXP 	fixDot: autoDraw = False
93.0685 	EXP 	fixDotBlue: autoDraw = False
94.0507 	EXP 	visCueText: text = 'Right'
94.0507 	EXP 	visCueText: autoDraw = True
95.0517 	EXP 	visCueText: autoDraw = False
95.0517 	EXP 	fixDot: autoDraw = True
96.0523 	EXP 	Sound soundStim started
98.8523 	EXP 	Sound soundStim reached end of file
99.8562 	EXP 	fixDot: autoDraw = False
99.8562 	EXP 	fixDotBlue: autoDraw = True
107.8295 	EXP 	New trial (rep=0, index=5): OrderedDict([('iStimSide', 1), ('iTargSide', 1), ('iSideFirst', 0), ('iStim', 1), ('iGen', 0), ('sylTarg', 121), ('sylDist', 213), ('sylCent', 3323)])
107.8449 	EXP 	visCueText: autoDraw = False
107.8449 	EXP 	fixDot: autoDraw = False
107.8449 	EXP 	fixDotBlue: autoDraw = False
108.8310 	EXP 	visCueText: text = 'Right'
108.8310 	EXP 	visCueText: autoDraw = True
109.8323 	EXP 	visCueText: autoDraw = False
109.8323 	EXP 	fixDot: autoDraw = True
110.8321 	EXP 	Sound soundStim started
113.6342 	EXP 	Sound soundStim reached end of file
114.6339 	EXP 	fixDot: autoDraw = False
114.6339 	EXP 	fixDotBlue: autoDraw = True
122.6310 	EXP 	New trial (rep=0, index=6): OrderedDict([('iStimSide', 0), ('iTargSide', 0), ('iSideFirst', 0), ('iStim', 1), ('iGen', 1), ('sylTarg', 231), ('sylDist', 313), ('sylCent', 1211)])
122.6577 	EXP 	fixDotBlue: autoDraw = False
122.6577 	EXP 	visCueText: autoDraw = False
122.6577 	EXP 	fixDot: autoDraw = False
122.6577 	EXP 	fixDotBlue: autoDraw = False
123.6421 	EXP 	visCueText: text = 'Left'
123.6421 	EXP 	visCueText: autoDraw = True
124.6418 	EXP 	visCueText: autoDraw = False
124.6418 	EXP 	fixDot: autoDraw = True
125.6271 	EXP 	Sound soundStim started
128.4237 	EXP 	Sound soundStim stopped
129.4305 	EXP 	fixDotBlue: autoDraw = True
129.4457 	EXP 	fixDot: autoDraw = False
137.4260 	EXP 	New trial (rep=0, index=7): OrderedDict([('iStimSide', 0), ('iTargSide', 0), ('iSideFirst', 1), ('iStim', 1), ('iGen', 0), ('sylTarg', 233), ('sylDist', 121), ('sylCent', 2232)])
