iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,0,112,223,2213,222,0
0,1,0,0,0,121,213,2122,221,1
1,1,1,1,0,311,232,3213,323,1
1,0,1,0,0,121,312,3133,233,0
0,1,0,1,1,121,312,2122,322,0
0,1,0,1,0,123,232,2332,112,0
0,0,1,1,0,112,323,1233,313,0
1,1,0,0,0,232,121,1211,212,1
1,0,1,0,1,212,121,1122,233,1
0,1,1,0,0,132,313,2212,111,0
1,1,1,0,0,121,313,3311,323,1
0,0,0,1,0,323,212,3232,213,1
1,1,0,1,1,112,231,1321,132,0
0,1,0,0,1,113,231,3111,131,0
0,0,0,0,1,213,132,1231,112,0
1,0,0,0,0,121,212,2131,233,0
1,0,0,1,0,313,221,1333,321,1
1,0,0,0,1,132,321,2111,323,1
1,0,1,1,1,313,131,1121,133,0
0,1,1,0,1,132,321,2212,313,0
0,1,1,1,0,212,323,1332,323,0
0,0,0,0,0,121,232,3233,333,1
0,0,0,1,1,212,131,1322,322,1
1,1,0,0,1,321,213,2312,121,1
0,0,1,1,1,113,321,2221,111,1
0,0,1,0,1,231,323,3123,331,1
0,0,1,0,0,123,312,2322,312,0
1,1,1,0,1,213,131,3323,213,0
1,1,1,1,1,332,113,3331,231,1
1,0,1,1,0,323,212,2223,213,1
0,1,1,1,1,123,232,1221,123,0
1,0,0,1,1,313,232,1112,323,1
