iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,0,1,232,113,3132,333,1
0,1,0,1,0,323,232,1112,211,1
1,1,1,1,1,321,213,3321,133,0
0,1,1,1,0,312,233,3323,233,1
1,0,1,1,1,321,132,3222,213,0
1,0,0,1,0,321,113,2312,221,1
0,1,0,1,1,211,122,2213,313,0
1,0,0,0,0,232,121,2221,212,0
1,1,1,0,1,122,231,1112,132,0
1,0,0,0,1,132,323,1331,332,1
0,0,0,0,1,231,113,3331,331,1
0,0,0,0,0,121,313,3332,122,0
0,0,0,1,0,323,212,1233,121,0
0,0,1,0,0,232,121,2132,221,0
1,1,0,0,1,123,212,3321,332,0
0,1,1,0,1,232,123,1213,223,1
0,0,1,1,1,323,231,3313,332,1
1,0,0,1,1,133,221,2311,332,1
0,1,1,1,1,323,212,2133,131,1
1,0,1,0,0,121,212,2221,122,1
0,1,0,0,0,313,121,2223,121,0
0,1,1,0,0,231,313,2321,322,0
1,1,0,0,0,323,211,2231,121,1
1,1,1,1,0,233,321,1231,322,0
1,1,0,1,1,212,123,1113,321,1
0,1,0,0,1,313,231,1121,313,0
1,0,1,0,1,232,321,2233,113,0
0,0,1,1,0,212,121,1222,131,1
1,1,1,0,0,321,133,1223,322,0
1,0,1,1,0,121,312,1213,223,1
0,0,0,1,1,322,211,2231,332,1
1,1,0,1,0,313,121,3233,321,0
