iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,1,133,312,2332,321,1
0,1,0,1,1,313,132,1213,133,1
0,0,1,1,1,321,213,1313,123,0
0,1,0,0,0,313,122,3322,111,1
1,0,1,1,1,212,321,1212,132,0
1,0,1,0,1,212,121,3323,123,1
1,1,0,0,1,321,132,2313,322,0
0,0,1,1,0,323,211,2313,233,0
0,0,0,0,1,122,313,2332,211,1
1,0,0,1,1,131,313,2323,333,0
0,1,1,1,1,212,323,1112,313,1
1,1,1,0,0,232,121,3113,212,1
1,0,1,0,0,321,112,1122,322,1
1,1,1,1,1,213,321,3312,113,1
0,0,1,0,0,231,123,1312,212,1
0,0,0,1,0,313,231,2332,322,0
1,1,0,0,0,311,232,1121,221,1
0,1,0,1,0,131,323,1233,121,0
0,1,0,0,1,323,131,2213,223,1
0,1,1,0,0,323,231,1133,211,0
1,1,0,1,0,213,132,1112,321,0
1,1,1,1,0,112,323,1132,221,0
0,0,0,0,0,313,231,1223,212,0
1,0,0,0,0,232,121,1123,312,1
1,0,1,1,0,232,323,2132,332,1
1,0,0,0,1,121,232,3331,312,0
1,0,0,1,0,123,232,1132,233,0
1,1,1,0,1,212,131,1113,113,0
0,1,1,0,1,312,123,1133,211,1
1,1,0,1,1,213,121,1311,333,1
0,1,1,1,0,321,113,3122,311,0
0,0,1,0,1,212,121,1133,132,0
