iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,0,212,331,2112,313,0
0,1,0,1,1,122,313,1331,321,1
1,1,0,1,0,212,131,1322,133,1
1,0,0,1,0,211,123,2133,232,1
0,0,0,1,0,313,121,3132,312,1
0,0,0,1,1,321,132,2112,323,1
0,0,0,0,0,313,231,2323,133,0
1,1,1,1,0,323,212,1122,233,0
0,0,1,0,1,123,231,1323,233,1
0,1,1,0,1,321,213,2232,211,1
1,0,1,1,1,131,212,1321,331,1
1,0,0,0,0,132,313,3121,231,0
1,1,0,0,0,232,121,2121,322,0
1,1,0,0,1,322,231,3332,332,0
1,1,1,0,0,131,213,2331,322,0
1,0,0,0,1,123,331,2121,311,1
0,0,1,0,0,123,312,1122,221,0
1,0,1,0,0,233,312,3233,212,1
1,0,1,0,1,313,131,3232,111,0
1,1,1,1,1,323,112,2332,222,1
0,1,0,0,1,132,213,1323,122,1
0,1,0,1,0,121,212,2212,122,0
1,1,0,1,1,321,232,2121,333,0
1,1,1,0,1,212,121,1131,211,0
0,0,0,0,1,123,212,2111,122,1
0,0,1,1,1,231,112,3132,132,1
0,1,0,0,0,133,321,2312,122,0
0,1,1,0,0,313,231,3311,312,1
0,1,1,1,1,131,322,3231,233,0
1,0,0,1,1,211,123,3312,222,0
0,1,1,1,0,131,313,3122,321,1
1,0,1,1,0,132,223,3113,232,0
