iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,0,231,323,3222,122,1
0,0,0,1,1,323,132,2232,231,0
0,0,0,1,0,312,221,2131,311,0
1,1,1,1,1,132,321,2331,312,1
0,0,1,1,0,323,211,3233,322,1
1,0,0,1,0,311,123,1212,232,0
1,1,0,0,1,323,211,2133,232,1
0,1,1,0,1,231,123,2212,322,0
1,0,0,0,0,212,131,2112,113,0
1,1,0,1,1,313,131,1212,231,0
1,1,1,0,1,323,232,3121,113,1
1,0,0,0,1,132,221,3222,323,1
0,0,0,0,1,123,232,1311,213,1
1,1,1,0,0,113,321,2313,321,0
0,1,0,0,1,323,231,2123,112,0
0,1,0,0,0,213,132,3223,311,0
1,1,1,1,0,131,323,3222,323,1
0,0,1,0,0,323,231,1112,321,1
0,1,1,1,1,231,112,1322,223,0
0,0,1,1,1,332,213,2333,321,0
1,0,0,1,1,313,232,3233,123,0
0,1,1,0,0,321,213,1233,313,1
1,1,0,1,0,232,323,2213,312,0
0,1,1,1,0,121,213,2113,121,1
0,1,0,1,1,312,121,3313,222,1
0,0,1,0,1,113,232,1123,233,0
1,0,1,1,1,123,232,1322,333,1
0,0,0,0,0,313,132,3132,131,0
1,0,1,0,1,321,232,1222,213,0
1,0,1,1,0,323,212,2313,232,1
0,1,0,1,0,131,212,1332,121,1
1,1,0,0,0,133,312,2131,113,1
