iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,1,121,213,2313,212,1
1,0,0,0,0,231,313,3132,123,1
0,0,1,0,1,322,233,2212,222,1
1,1,1,1,1,213,122,1113,211,0
0,1,1,1,1,223,132,2122,121,0
0,0,0,0,1,321,133,1323,211,1
1,1,0,1,1,231,122,2223,112,0
1,1,1,0,0,122,213,3311,222,0
0,0,1,1,1,323,232,1212,323,0
0,0,0,1,0,323,212,1231,122,1
1,0,1,0,0,131,323,2231,321,1
1,0,1,1,0,131,313,3223,313,1
0,1,1,1,0,131,223,3312,211,0
0,0,1,1,0,131,312,2312,211,1
0,0,0,1,1,223,132,2131,232,1
0,1,0,1,1,232,321,1121,113,0
1,0,1,0,1,231,113,2323,213,0
1,0,0,1,0,112,321,2321,311,1
1,0,1,1,1,213,132,1333,111,1
0,1,0,0,1,121,312,2132,331,0
1,0,0,0,1,131,313,2213,333,0
1,1,0,1,0,132,321,1321,231,0
0,0,0,0,0,122,231,2232,221,0
1,0,0,1,1,212,133,3221,122,1
0,1,1,0,1,213,121,2213,233,1
1,1,0,0,0,123,312,3113,312,0
1,1,1,1,0,321,133,1122,223,1
1,1,1,0,1,323,232,2123,233,1
0,0,1,0,0,131,313,2233,332,0
0,1,0,1,0,131,322,3111,112,0
0,1,1,0,0,112,231,1311,311,0
0,1,0,0,0,212,131,2322,312,1
