iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,1,231,123,1211,211,0
0,1,0,0,0,323,212,1321,111,0
1,0,0,1,0,311,122,3121,223,1
1,0,0,0,1,231,323,2313,312,1
0,0,1,0,1,131,223,2213,231,0
0,1,0,1,1,213,331,3322,221,0
1,0,0,0,0,313,231,2313,331,0
1,0,1,1,1,212,131,3212,321,0
0,0,1,0,0,132,321,1322,113,0
1,0,1,0,0,321,232,3223,332,0
1,1,1,0,1,332,123,1322,212,1
1,0,1,0,1,232,313,2321,332,1
0,0,1,1,0,121,233,1213,113,0
1,1,1,0,0,123,211,1233,111,1
1,1,0,0,1,231,312,1222,112,1
0,1,1,1,0,131,313,2231,332,0
0,1,1,0,1,231,312,3121,212,1
1,1,1,1,0,131,323,1211,232,0
1,1,1,1,1,323,232,2213,223,1
0,1,1,0,0,131,313,3313,332,1
0,1,0,0,1,323,212,3323,331,1
1,0,1,1,0,321,212,2232,223,0
0,0,0,1,1,321,212,3232,112,0
1,1,0,1,0,213,132,1212,123,1
1,1,0,0,0,312,131,3213,311,1
0,0,0,1,0,121,232,1121,122,1
0,0,1,1,1,131,312,2231,322,1
0,0,0,0,1,121,313,2231,221,1
0,1,0,1,0,211,123,1121,222,0
1,1,0,1,1,212,331,3132,313,0
0,0,0,0,0,123,312,3311,311,1
0,1,1,1,1,321,212,1313,231,0
