iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,1,313,231,1123,221,0
0,1,1,0,1,332,213,1322,132,0
1,1,0,1,1,321,233,2331,133,0
0,0,1,0,1,213,321,2212,312,1
1,0,0,0,0,312,233,2333,123,0
1,1,1,1,0,122,231,1211,321,1
1,0,1,0,1,121,213,2112,211,1
1,0,0,0,1,211,132,3223,223,1
0,0,0,1,0,223,131,3111,223,0
1,1,0,0,1,323,211,3213,112,1
0,1,1,0,0,331,112,1322,321,1
0,1,0,0,1,212,131,2132,111,0
0,0,1,0,0,131,312,2333,323,0
1,1,0,1,0,323,212,1123,332,0
1,0,0,1,0,121,313,3222,221,1
0,1,0,0,0,221,312,1112,111,1
0,1,0,1,0,123,231,1223,211,1
0,0,1,1,0,231,123,2231,223,0
1,1,1,1,1,213,121,2332,332,1
0,1,1,1,0,321,132,3233,212,1
1,0,0,1,1,131,323,1223,113,1
0,1,0,1,1,231,313,3332,231,0
1,0,1,1,1,312,131,1223,223,1
0,0,0,1,1,121,332,2311,332,0
0,0,0,0,0,212,121,1133,313,0
1,0,1,0,0,213,321,1221,233,1
0,0,0,0,1,132,323,2323,221,1
1,1,1,0,1,131,323,1321,331,0
1,0,1,1,0,212,123,1132,213,0
1,1,0,0,0,123,232,2331,131,0
0,1,1,1,1,232,323,3212,122,1
1,1,1,0,0,121,212,3121,133,0
