iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,0,0,0,212,131,1221,122,0
1,0,0,0,1,232,121,2213,121,1
1,0,1,1,1,213,121,3233,322,1
0,0,0,1,0,213,122,2333,231,0
1,0,1,0,0,221,132,2211,222,0
0,1,1,1,1,312,131,1231,133,0
0,1,1,0,1,331,212,3231,121,1
1,1,0,1,1,212,131,1223,131,0
0,0,1,1,1,121,232,1313,331,1
0,1,1,0,0,321,213,2121,323,1
1,0,0,1,0,212,121,2232,213,1
0,1,0,0,1,231,312,1121,132,0
1,0,0,0,0,313,232,3233,332,0
0,0,1,1,0,312,131,3133,332,0
1,1,1,1,0,121,212,1133,132,1
0,0,1,0,1,213,321,2333,113,0
1,0,1,0,1,323,132,2132,132,0
0,0,0,1,1,131,323,3222,221,1
1,0,1,1,0,232,321,1211,111,1
0,1,0,1,0,311,132,3222,113,0
0,0,0,0,0,211,323,2321,132,0
0,0,0,0,1,131,312,3321,213,1
1,1,1,0,1,332,121,2111,233,0
1,1,0,0,0,232,321,1322,322,0
1,0,0,1,1,132,313,3123,132,1
1,1,1,0,0,313,132,3321,231,0
0,1,0,1,1,132,321,1211,131,1
1,1,0,0,1,213,121,1331,111,1
1,1,0,1,0,121,232,1131,333,0
0,1,1,1,0,321,132,3212,211,1
1,1,1,1,1,122,231,3131,231,1
0,0,1,0,0,322,231,2331,321,1
