iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,1,1,321,132,2121,111,0
1,0,1,0,1,231,123,1321,121,1
1,0,0,0,0,131,312,3122,212,1
1,1,0,0,1,323,131,2123,313,0
0,0,0,1,1,323,232,1333,132,1
0,0,1,0,0,123,211,3222,122,0
0,1,0,1,1,231,312,1313,112,0
1,1,0,1,0,132,213,2321,333,0
1,1,1,1,0,213,131,3323,331,1
1,0,0,0,1,312,231,1223,123,0
1,0,0,1,0,321,112,2313,123,0
1,0,1,1,1,231,323,3211,222,1
1,0,1,0,0,121,212,1221,313,1
0,0,0,0,1,132,323,3131,221,0
0,1,1,0,0,322,213,2123,123,0
0,0,1,1,1,321,213,2113,222,1
0,0,1,0,1,232,323,3312,322,1
0,1,0,1,0,123,332,3213,322,0
1,1,1,0,1,232,121,1232,213,0
0,1,0,0,1,212,123,3131,322,1
0,1,0,0,0,323,131,2332,311,1
1,0,1,1,0,213,121,2111,221,0
0,0,0,0,0,121,213,1312,131,0
0,1,1,1,1,321,112,3223,323,0
1,1,1,0,0,323,132,2211,212,1
0,1,1,0,1,211,132,3332,123,0
1,1,0,0,0,332,213,2111,221,1
1,1,0,1,1,131,312,2232,333,1
0,1,1,1,0,123,232,3132,232,1
0,0,1,1,0,323,211,3123,311,1
1,0,0,1,1,312,231,2323,333,1
0,0,0,1,0,233,122,2323,332,0
