iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,131,323,2322,313,1
0,1,1,1,0,213,131,1233,332,1
0,0,1,0,0,132,323,1122,212,0
1,0,0,1,0,132,321,1223,313,1
1,0,0,0,1,232,123,3221,312,1
1,0,1,0,0,131,312,2321,212,1
0,1,0,0,1,313,122,1321,212,1
0,1,0,0,0,213,321,2333,132,1
1,0,0,0,0,323,231,3321,113,1
1,1,0,0,0,232,321,1312,213,0
0,1,0,1,0,132,321,2311,312,0
0,1,1,1,1,323,212,3112,233,0
1,1,0,1,1,112,321,3311,212,0
1,1,1,0,0,123,232,2113,331,0
1,0,1,0,1,123,232,2321,312,0
0,1,0,1,1,323,232,2211,231,1
0,0,0,0,1,122,213,3323,221,1
0,0,0,1,1,213,322,3231,333,0
0,0,1,1,0,212,323,1223,122,0
1,1,1,1,1,132,313,2322,221,1
1,1,1,1,0,232,121,1132,123,1
0,1,1,0,1,131,213,2313,321,1
1,0,1,1,0,123,211,2133,212,0
1,1,1,0,1,131,223,1333,222,0
0,0,1,0,1,212,321,1112,311,0
1,1,0,0,1,131,312,1232,132,1
0,0,1,1,1,121,212,2212,121,0
0,0,0,0,0,313,232,1112,231,0
1,0,0,1,1,123,212,3222,233,1
0,1,1,0,0,323,232,1322,231,1
1,1,0,1,0,231,312,2232,233,0
1,0,1,1,1,313,121,1213,332,0
