iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,1,1,1,122,231,1212,323,1
0,0,1,1,0,121,232,1313,331,0
1,0,1,1,1,123,231,1131,113,0
1,0,1,0,0,211,323,1221,223,0
0,1,0,0,1,212,131,2123,113,0
1,0,0,1,0,313,132,3211,313,0
1,1,0,1,0,121,312,3321,313,1
1,0,0,0,0,312,121,3231,333,1
0,0,0,1,1,132,321,3112,321,1
0,0,0,1,0,211,123,1211,123,1
1,0,0,1,1,232,323,2323,333,1
0,0,0,0,0,321,232,1122,312,0
0,0,1,0,0,323,212,2321,113,1
0,1,1,1,1,322,131,3233,131,0
1,0,0,0,1,312,123,2112,122,1
0,1,1,1,0,122,213,1323,221,0
0,1,0,1,0,312,131,1132,123,0
0,1,0,1,1,232,323,3211,322,1
1,1,0,1,1,313,131,1333,333,0
1,0,1,0,1,313,232,1333,131,1
0,0,1,0,1,131,323,1323,133,0
1,1,1,0,1,313,221,2122,113,0
1,1,1,1,0,321,212,2113,223,1
0,1,1,0,0,132,221,2221,123,0
0,1,1,0,1,323,232,3232,212,0
1,0,1,1,0,133,321,1133,131,1
0,0,1,1,1,232,313,1112,322,1
1,1,0,0,1,112,323,3311,221,0
0,0,0,0,1,223,132,3112,112,1
0,1,0,0,0,213,321,1312,121,1
1,1,1,0,0,321,212,1113,122,0
1,1,0,0,0,123,212,2232,331,1
