iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,0,131,313,1123,311,0
0,0,1,1,1,123,331,3231,121,0
1,1,1,1,0,132,313,3111,111,0
1,1,1,0,1,312,231,2332,112,1
0,1,1,0,1,231,122,3211,323,0
1,0,0,0,0,231,323,2333,221,1
0,0,0,1,1,323,132,2122,111,1
1,0,0,0,1,312,233,3111,331,1
0,1,1,0,0,233,121,3111,221,0
0,0,1,1,0,123,232,1323,122,0
0,1,0,0,0,322,213,1333,321,1
0,0,1,0,0,331,123,3113,211,0
1,1,1,0,0,132,321,1321,213,0
0,1,0,1,0,212,121,2333,212,0
0,0,0,1,0,312,121,2321,111,1
0,0,1,0,1,121,213,2311,212,1
1,1,0,0,1,232,121,1223,221,1
1,1,0,1,1,321,213,1131,231,1
1,0,1,0,1,123,211,2133,323,0
1,1,1,1,1,323,132,3311,312,0
0,0,0,0,0,123,231,3322,322,1
1,0,1,1,0,323,231,1222,133,0
1,0,1,0,0,321,212,2113,322,0
1,0,0,1,0,212,123,1223,222,1
0,1,1,1,1,131,212,3311,113,1
0,1,1,1,0,132,213,1323,123,0
1,1,0,0,0,231,322,2221,212,1
1,0,1,1,1,323,212,2333,332,1
0,0,0,0,1,121,232,2211,333,0
1,0,0,1,1,313,132,2223,213,1
0,1,0,0,1,223,132,1312,121,1
0,1,0,1,1,121,212,1223,322,0
