iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,1,313,122,1321,313,1
0,0,1,0,1,131,213,2213,131,0
1,0,1,0,0,212,123,2111,232,0
1,0,1,1,1,213,321,3122,111,0
1,0,0,0,0,132,313,2113,311,1
0,1,0,0,1,113,321,3122,311,0
0,0,1,1,1,131,312,1231,222,0
1,1,0,1,0,312,231,2112,311,1
0,0,0,0,0,212,323,3223,211,0
0,0,1,0,0,132,321,3321,212,1
1,0,0,1,0,121,313,3231,231,1
1,0,1,0,1,121,232,2331,133,1
0,0,0,1,0,311,232,1313,312,0
0,1,1,1,1,213,321,1212,222,1
1,1,1,1,0,232,121,3123,231,0
1,0,0,1,1,313,221,1322,122,1
0,1,1,0,0,131,323,3222,332,1
1,1,1,1,1,213,121,1323,223,0
1,0,1,1,0,321,213,3111,211,1
1,1,1,0,0,221,132,2133,232,1
0,0,0,0,1,213,331,1223,322,0
0,1,1,1,0,231,313,1333,123,1
0,1,1,0,1,232,123,1311,231,0
0,1,0,1,1,232,313,1223,211,0
1,1,0,0,1,223,131,2121,232,0
0,1,0,1,0,212,121,2111,221,0
1,1,0,0,0,321,132,3231,312,1
1,0,0,0,1,121,212,3112,112,0
0,0,1,1,0,321,132,3123,213,1
1,1,1,0,1,232,321,3113,123,0
0,1,0,0,0,313,232,1231,232,1
1,1,0,1,1,231,313,1212,332,1
