iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,1,321,213,1312,131,0
1,1,0,0,1,132,221,3321,231,1
1,0,1,1,1,231,312,1233,211,0
0,1,0,0,0,113,231,2321,111,0
1,0,1,0,0,233,112,1332,332,0
1,1,0,1,1,321,213,3221,121,1
1,0,0,0,1,232,121,2111,312,1
0,0,1,0,1,132,313,3221,322,0
1,0,1,1,0,123,231,1323,231,1
0,1,1,1,1,212,321,2212,221,1
0,1,0,1,1,312,233,1122,312,1
0,1,0,0,1,132,213,3313,113,1
0,0,0,1,0,321,232,1121,233,0
0,0,0,1,1,231,113,1313,121,0
0,0,0,0,0,313,131,1232,123,0
0,1,1,0,0,231,323,2233,321,0
0,0,1,1,0,311,232,2133,322,0
1,1,1,0,0,312,131,1313,213,0
1,1,1,1,1,121,313,3113,111,1
0,1,1,0,1,123,232,2132,333,1
1,1,0,1,0,212,121,1311,213,1
1,1,1,1,0,312,223,2331,111,0
1,1,0,0,0,231,122,1331,331,1
0,1,1,1,0,332,123,3111,131,0
0,0,0,0,1,232,321,1133,332,0
1,0,0,1,1,323,232,3213,322,1
1,0,0,1,0,313,121,3321,232,0
1,1,1,0,1,312,121,1131,122,1
1,0,0,0,0,212,123,2221,112,0
0,1,0,1,0,131,322,1123,223,1
0,0,1,0,0,311,232,3312,133,1
0,0,1,1,1,122,213,2233,133,1
