iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,0,0,321,113,1211,233,0
0,1,0,0,0,312,231,3133,312,1
0,0,1,1,0,321,213,3233,112,1
0,0,0,0,0,312,121,3123,231,1
1,1,0,0,1,132,321,1133,122,1
0,1,1,0,0,121,212,2323,123,1
1,1,1,1,1,121,313,3311,113,0
0,0,0,1,1,122,313,2233,233,0
1,1,1,1,0,123,232,3232,222,0
0,0,1,0,0,131,312,3131,221,0
0,1,1,1,1,213,121,1113,113,1
0,1,0,0,1,122,311,1112,122,1
1,1,0,1,0,312,231,3321,332,0
1,0,0,1,1,321,232,2232,311,1
1,1,1,0,1,212,133,3113,332,0
1,1,0,1,1,321,232,2132,333,1
0,0,1,0,1,313,231,1313,222,0
0,0,0,0,1,312,123,2312,331,1
1,0,0,0,0,323,232,2211,222,0
1,0,0,0,1,121,313,2111,131,0
1,0,1,1,0,131,212,3212,323,1
0,1,0,1,1,313,121,2212,221,0
0,1,0,1,0,232,121,2132,312,1
0,1,1,0,1,123,332,1122,133,1
1,0,1,0,1,212,321,2331,231,1
1,1,0,0,0,332,221,3211,232,0
0,0,1,1,1,323,212,3213,321,0
0,1,1,1,0,123,212,3223,121,1
0,0,0,1,0,322,231,3111,211,0
1,0,0,1,0,312,231,1332,122,1
1,1,1,0,0,232,313,2332,133,0
1,0,1,1,1,313,131,1131,331,0
