iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,331,213,1312,233,0
1,0,1,0,0,231,323,2111,222,1
0,0,0,0,0,123,232,2111,312,0
0,1,1,0,1,323,231,2233,333,0
0,0,1,0,1,212,121,2233,311,0
1,0,0,1,1,132,213,2131,231,0
0,1,1,1,0,123,232,1313,211,1
1,1,1,1,1,221,132,2321,231,1
0,0,0,1,0,221,112,1333,221,0
1,0,1,0,1,232,321,1333,333,0
0,1,0,0,1,132,321,1221,222,0
1,1,0,0,1,231,312,3232,112,1
1,0,0,0,1,132,321,1312,122,1
1,1,0,1,0,232,311,2332,313,0
0,1,0,1,0,312,231,1322,232,1
0,0,1,1,0,313,121,3232,231,0
1,1,1,0,0,233,322,2112,121,0
0,1,0,0,0,332,213,1232,233,0
1,0,1,1,0,321,112,1223,232,1
1,0,0,1,0,322,211,2233,122,0
0,0,0,1,1,321,113,1332,312,1
0,1,1,0,0,312,131,2322,323,1
0,0,0,0,1,313,122,3222,311,1
1,0,1,1,1,312,231,3131,233,0
1,1,0,1,1,212,321,3312,132,1
0,0,1,1,1,233,122,1221,121,0
0,1,1,1,1,231,123,2232,322,1
0,0,1,0,0,213,132,3323,131,0
0,1,0,1,1,213,331,3213,322,1
1,1,1,0,1,321,232,1211,233,1
1,0,0,0,0,323,131,1332,131,1
1,1,1,1,0,312,231,3113,132,1
