iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,0,0,323,232,3212,211,0
0,1,1,1,0,213,132,2231,111,1
0,0,0,0,1,323,132,2233,221,0
1,0,0,0,0,213,131,2333,222,0
1,0,1,0,1,221,312,1331,321,0
0,0,1,1,1,313,131,1121,213,1
1,1,0,0,1,121,312,2212,321,0
1,1,1,1,0,231,323,3112,323,0
1,0,0,1,0,232,321,1132,121,1
1,0,1,1,1,232,123,3113,121,1
1,1,1,0,1,231,313,1231,121,1
1,1,1,0,0,132,213,2213,313,1
1,1,0,1,0,321,232,1112,121,1
0,1,1,0,1,213,321,2211,312,0
0,0,1,0,0,323,232,2123,233,1
0,1,0,1,1,221,313,2133,131,1
1,0,0,0,1,231,312,2111,111,0
0,0,0,1,0,123,232,1121,133,1
0,0,1,1,0,132,213,1213,121,0
0,1,1,1,1,232,323,2122,131,0
0,1,0,0,1,212,321,3232,112,0
1,0,0,1,1,131,223,3322,122,0
0,0,0,1,1,212,121,2213,111,1
0,0,0,0,0,123,312,3222,121,1
0,1,0,0,0,223,132,1121,322,0
1,1,0,1,1,131,223,2333,332,0
1,1,0,0,0,313,132,2131,122,0
1,0,1,1,0,121,232,1231,213,1
0,0,1,0,1,123,212,2311,312,1
0,1,0,1,0,321,213,3311,213,1
1,1,1,1,1,132,221,1113,222,0
1,0,1,0,0,132,313,3321,333,1
