iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,0,0,131,212,1131,111,0
0,1,1,1,1,323,131,1211,213,0
1,0,1,1,0,312,231,2321,332,0
1,1,1,1,1,212,123,1133,211,0
0,0,0,1,1,121,312,1313,313,1
1,0,1,0,1,212,121,3211,122,0
1,1,0,1,1,212,123,2331,223,0
1,0,0,1,0,131,213,1133,232,0
1,1,1,0,0,321,233,1133,113,0
1,0,0,1,1,123,212,1321,323,0
0,0,1,1,0,212,131,1313,323,1
0,1,1,0,0,132,223,2121,221,0
0,1,0,1,1,132,321,1213,332,1
0,1,0,1,0,312,231,2331,132,1
1,1,0,0,0,232,123,3212,213,1
0,0,1,1,1,231,122,1222,312,1
0,0,1,0,0,121,312,3113,313,1
0,0,0,0,1,323,132,3313,113,0
0,1,1,1,0,311,223,3331,132,1
1,1,0,1,0,123,211,1312,322,0
1,0,0,0,0,213,332,3222,133,1
1,0,0,0,1,321,132,3122,321,0
0,1,0,0,1,323,132,2111,121,1
1,0,1,1,1,313,231,2121,132,1
0,1,0,0,0,121,332,2322,323,1
1,1,0,0,1,233,121,1211,221,1
0,0,1,0,1,323,112,2121,313,0
1,1,1,0,1,312,121,2323,232,1
0,1,1,0,1,112,223,1222,323,1
0,0,0,1,0,212,133,1133,233,0
1,0,1,0,0,312,231,2211,131,1
1,1,1,1,0,313,231,3321,132,0
