iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,1,0,232,321,2233,322,0
0,0,0,1,1,123,332,2221,313,1
0,0,1,1,1,121,212,2112,111,1
0,1,1,0,1,321,132,3313,333,0
1,0,0,0,1,123,212,3121,222,0
0,0,1,0,1,322,213,3313,323,1
1,1,0,1,0,323,232,3133,323,1
0,0,0,0,1,313,231,2223,123,1
1,1,1,0,1,321,232,1312,332,1
1,1,0,1,1,121,232,2123,322,0
0,0,0,0,0,121,232,3131,213,0
1,0,1,0,0,213,121,2322,131,1
1,0,0,1,1,131,313,2311,111,1
0,1,0,0,0,131,313,2121,311,0
0,1,0,1,0,131,312,2132,333,0
0,0,1,0,0,213,132,3233,231,0
1,0,1,0,1,232,323,3312,222,0
1,1,1,1,1,112,321,3321,113,0
1,1,1,0,0,323,132,2122,321,0
1,0,0,0,0,132,321,3112,132,1
1,0,1,1,1,131,313,3213,313,1
0,1,1,1,0,231,313,2131,122,1
1,1,0,0,0,212,321,2332,131,1
0,1,0,0,1,112,231,2323,122,1
0,0,1,1,0,213,121,2312,113,0
1,1,0,0,1,313,131,1122,323,1
1,1,1,1,0,123,231,2132,231,0
1,0,1,1,0,121,212,3311,121,0
1,0,0,1,0,132,323,2221,112,1
0,1,0,1,1,313,231,2213,333,0
0,1,1,1,1,321,232,2232,121,1
0,1,1,0,0,312,123,2213,121,0
