iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,1,123,332,3232,311,1
0,1,0,0,0,321,213,2133,232,1
1,0,1,0,1,131,213,2132,122,0
0,0,1,0,1,132,321,1212,332,1
0,0,1,1,1,131,322,2332,233,0
0,1,0,1,1,112,231,3132,313,0
0,0,1,0,0,331,112,1231,323,0
0,1,0,1,0,312,223,2232,231,1
1,1,1,0,1,213,132,3332,313,0
1,1,1,1,0,121,312,3121,333,0
1,1,0,1,1,123,331,2232,212,0
1,0,0,1,0,123,312,3313,332,1
0,0,0,1,0,132,211,2122,212,0
1,1,0,0,0,213,321,3122,231,1
1,1,1,0,0,321,212,3133,112,0
1,1,0,1,0,213,132,1322,132,1
1,0,1,1,1,221,132,1132,213,1
0,0,0,0,0,321,212,1131,132,1
0,1,1,1,0,121,232,1132,123,0
1,0,1,0,0,313,231,1233,323,1
0,0,1,1,0,131,323,2121,323,0
1,0,0,0,1,132,323,2223,223,1
1,1,0,0,1,211,123,2131,211,1
0,1,1,0,1,123,331,3132,331,1
0,1,1,0,0,123,212,2232,232,0
1,0,0,0,0,323,231,1122,122,0
1,0,1,1,0,311,132,3332,223,0
1,0,0,1,1,312,123,1332,113,1
0,0,0,0,1,313,231,1321,313,1
1,1,1,1,1,331,212,2322,313,0
0,0,0,1,1,313,122,3323,313,1
0,1,0,0,1,312,233,1333,313,0
