iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,0,0,213,131,1212,312,0
1,1,1,1,1,213,331,1132,132,1
1,1,1,0,0,212,123,3131,123,1
0,1,0,1,1,131,312,2332,211,1
0,1,0,0,0,323,212,3331,233,1
1,1,0,1,0,221,313,1231,311,0
1,0,0,0,1,213,132,1211,323,0
1,0,1,0,0,121,312,1312,131,0
1,1,1,0,1,312,133,2313,333,0
0,0,0,1,1,131,312,1311,233,0
0,1,0,0,1,132,213,3311,121,0
1,0,0,0,0,231,113,1333,222,1
0,1,0,1,0,232,321,3233,133,1
0,1,1,0,0,321,132,2212,213,0
0,0,1,0,0,233,321,2133,232,0
0,0,0,0,0,313,232,2122,122,0
0,0,0,0,1,322,131,3331,221,1
0,0,1,1,1,212,323,2331,312,0
1,0,1,1,1,223,131,2232,121,0
0,0,0,1,0,311,132,1312,112,0
0,1,1,1,0,132,321,2232,122,1
1,0,0,1,0,211,323,1311,222,1
0,1,1,0,1,231,322,1122,123,0
0,0,1,0,1,313,121,1331,313,1
1,0,1,1,0,123,232,1323,132,1
1,0,0,1,1,331,213,3222,221,1
1,1,1,1,0,233,321,2212,123,1
0,0,1,1,0,312,131,3211,113,1
1,1,0,0,1,131,312,1332,123,0
1,0,1,0,1,212,321,2221,312,1
1,1,0,1,1,131,313,1233,131,1
0,1,1,1,1,123,232,3322,331,0
