iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,1,1,1,213,331,1132,121,0
0,0,1,0,0,131,212,1113,233,1
1,1,0,0,1,212,123,1132,211,0
1,1,0,1,0,331,223,2113,213,0
0,1,0,0,1,323,132,1113,221,0
1,0,1,0,0,212,131,1112,132,1
1,0,0,0,0,323,232,2313,213,0
1,0,0,1,0,123,212,1332,221,1
1,0,1,1,1,131,313,1112,221,0
0,1,1,0,0,212,123,3332,223,1
1,1,0,0,0,212,121,2231,111,0
0,0,1,1,0,123,212,1232,123,0
1,1,0,1,1,231,312,2331,112,1
0,0,1,0,1,231,312,1331,332,0
0,0,0,1,1,313,232,1121,321,1
0,0,0,0,1,232,311,3332,321,0
0,1,0,1,0,132,321,2321,232,1
0,1,1,1,1,131,312,3321,223,1
1,0,0,0,1,131,323,3121,121,1
0,0,0,0,0,232,313,1132,132,0
0,1,0,0,0,323,131,3231,132,1
0,1,1,0,1,133,321,2232,222,1
0,0,0,1,0,232,123,2133,132,1
1,0,1,1,0,121,313,1323,323,1
0,1,1,1,0,312,133,2323,322,0
0,1,0,1,1,233,322,3121,212,0
1,1,1,1,0,232,311,1332,321,0
1,0,1,0,1,213,321,3223,212,1
1,1,1,0,1,123,312,1332,213,0
1,0,0,1,1,212,123,2131,131,1
1,1,1,0,0,232,123,2131,211,0
1,1,1,1,1,231,312,2123,131,1
