iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,1,0,1,1,132,321,1332,221,0
1,0,1,1,1,212,133,3231,312,1
0,1,1,0,1,331,212,1213,312,1
0,0,0,1,1,132,313,1323,232,0
0,0,1,1,1,232,123,1332,121,0
0,0,0,1,0,323,232,3322,221,1
1,0,1,0,1,322,131,1113,332,1
0,1,1,1,0,122,213,2122,331,1
0,1,1,0,0,323,212,1231,131,0
1,0,1,1,0,313,131,1311,221,0
1,0,0,0,1,122,231,1213,112,1
0,1,1,1,1,332,121,2121,331,1
1,1,0,0,0,232,323,3233,231,1
1,1,1,1,1,213,321,1323,323,0
0,0,1,1,0,311,223,1221,122,0
1,0,0,1,1,313,231,2333,212,0
1,0,0,0,0,123,312,2213,133,1
0,0,0,0,1,212,323,3232,212,0
0,1,0,1,1,231,312,1333,331,0
1,1,1,0,1,132,323,3122,121,1
1,1,0,1,0,213,121,2223,131,0
0,1,0,0,1,331,123,2312,112,0
0,1,0,0,0,123,231,1331,213,1
1,0,0,1,0,232,123,1321,111,1
1,0,1,0,0,321,113,3133,121,1
0,0,1,0,0,223,132,2131,131,0
1,1,1,1,0,232,113,2122,133,1
1,1,0,0,1,312,231,2332,233,1
0,0,0,0,0,132,313,2123,312,0
0,0,1,0,1,131,212,2232,113,1
0,1,0,1,0,123,212,3122,222,0
1,1,1,0,0,213,131,2133,213,0
