iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,0,0,0,1,131,213,1322,133,0
0,0,0,1,0,311,223,2221,233,0
1,0,0,1,0,313,231,3121,133,0
1,0,1,0,0,321,113,1112,211,0
1,1,1,0,0,312,133,2131,212,0
0,1,0,0,0,331,213,1122,322,0
0,1,0,0,1,323,212,2123,133,0
0,1,1,0,1,131,313,3213,232,0
1,1,1,1,0,232,321,2321,232,1
0,0,0,1,1,132,213,2133,232,0
0,1,0,1,0,121,332,2112,311,1
1,0,0,0,0,121,313,2312,131,1
0,1,1,1,0,122,211,2313,312,0
0,0,0,0,0,123,231,2232,232,1
1,1,1,0,1,213,131,2311,333,1
1,1,0,0,0,132,321,1221,132,0
1,1,0,1,0,232,123,2233,112,1
0,1,0,1,1,121,312,1221,113,1
1,1,1,1,1,312,121,1321,332,1
0,0,1,1,1,323,132,1222,331,0
0,1,1,0,0,323,232,3211,213,1
0,1,1,1,1,323,232,1333,232,1
1,0,0,1,1,132,323,2133,233,0
1,0,1,1,0,313,121,2213,322,1
0,0,1,1,0,312,231,2123,312,0
0,0,1,0,1,132,213,3311,132,1
1,1,0,0,1,212,121,2212,312,1
1,0,1,1,1,213,321,3321,113,1
1,1,0,1,1,212,123,3331,232,1
1,0,0,0,1,213,121,1132,132,0
0,0,1,0,0,312,231,3133,332,0
1,0,1,0,1,131,223,1332,332,1
