iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
0,1,1,1,0,112,323,3213,323,1
1,1,1,1,0,323,131,1133,123,0
1,0,0,0,1,123,331,1211,113,1
1,1,0,1,0,213,321,2332,232,1
0,0,0,0,1,323,232,3332,311,0
0,1,0,0,0,312,231,2133,233,0
0,0,0,1,1,231,323,3131,311,0
1,1,0,0,0,321,132,2113,332,0
1,0,1,1,0,321,213,2112,331,0
0,0,0,1,0,131,313,1232,111,1
0,0,1,1,0,123,232,1222,113,0
0,1,1,1,1,211,323,2323,113,1
1,0,1,0,1,231,113,3313,321,1
1,1,1,0,0,312,231,2311,332,0
1,1,0,1,1,132,213,3232,213,0
0,0,1,0,0,232,313,3233,212,0
0,0,0,0,0,132,311,3321,123,0
0,1,1,0,0,313,121,2321,112,0
1,1,1,1,1,323,211,1313,223,1
0,0,1,1,1,311,223,2113,332,1
1,0,0,1,1,131,212,2221,331,1
1,0,0,1,0,232,313,2233,121,1
1,0,0,0,0,132,311,1322,323,0
0,0,1,0,1,131,212,3313,231,0
0,1,0,0,1,231,313,2333,322,1
0,1,0,1,1,223,131,2332,232,0
1,1,0,0,1,321,132,3223,222,1
0,1,1,0,1,213,321,2131,223,1
1,0,1,0,0,232,323,3123,231,1
0,1,0,1,0,232,321,1121,311,1
1,1,1,0,1,231,312,2221,332,0
1,0,1,1,1,321,212,3113,321,1
