iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,0,1,1,213,321,3222,112,1
0,1,1,1,1,323,132,1133,323,0
0,0,0,1,0,331,212,2332,313,0
0,1,0,1,0,123,332,3213,321,1
0,0,0,0,0,231,123,1322,121,0
1,0,0,1,0,121,313,1232,221,1
0,1,0,0,0,213,331,1213,112,1
1,1,1,1,0,312,131,1123,211,0
0,1,1,0,1,231,312,3233,322,0
1,1,1,1,1,131,323,1121,311,1
0,0,1,1,0,323,232,1112,213,0
1,0,1,0,1,212,321,1322,123,0
1,1,0,0,1,132,221,1132,132,0
1,1,1,0,0,213,131,1232,331,0
1,1,0,1,0,132,321,1132,321,1
0,0,0,0,1,212,321,1222,131,1
1,0,0,0,1,132,323,3123,311,1
1,0,1,1,1,313,231,3312,111,0
0,0,0,1,1,312,233,2311,311,0
0,0,1,0,0,321,132,2321,211,1
1,0,1,1,0,113,231,1122,213,1
0,1,1,0,0,123,312,3312,223,0
0,1,0,0,1,232,123,2221,131,1
0,0,1,1,1,312,131,1131,233,0
0,1,0,1,1,131,313,2333,223,1
1,0,0,0,0,312,131,1123,313,1
1,1,0,0,0,312,131,3113,132,1
1,1,1,0,1,131,313,3123,213,1
1,0,1,0,0,132,313,3231,232,1
0,0,1,0,1,223,311,3323,332,0
0,1,1,1,0,312,221,1121,321,0
1,1,0,1,1,312,121,1312,233,0
