iStimSide,iTargSide,iSideFirst,iStim,iGen,sylTarg,sylDist,sylCent,sylFlank,sylFlankFirst
1,0,1,1,0,221,312,3223,232,0
1,1,0,1,0,123,312,1312,212,0
0,1,1,1,0,123,231,3123,222,1
0,1,0,1,0,212,323,1331,312,1
0,1,1,0,1,312,131,2233,123,0
1,1,1,1,1,312,121,1312,233,1
0,1,0,0,1,123,232,3113,321,1
0,1,0,0,0,312,231,2223,111,1
0,0,1,0,0,312,233,1113,111,1
1,1,0,0,1,321,232,2313,121,0
1,0,0,0,0,131,223,1221,111,0
0,0,0,0,1,131,313,2121,122,0
0,0,0,1,0,312,131,2311,313,1
1,0,0,0,1,313,232,2212,331,0
1,0,1,1,1,313,231,1221,232,0
1,0,1,0,0,212,321,1213,311,0
1,0,0,1,1,123,231,1332,331,0
0,1,0,1,1,213,121,1223,113,1
1,0,1,0,1,131,213,3312,121,1
0,0,0,1,1,131,322,1121,212,0
1,1,1,1,0,113,321,1121,333,1
0,0,0,0,0,312,133,1132,331,0
0,0,1,1,1,231,323,2311,222,0
1,1,1,0,0,123,231,2111,131,1
0,0,1,0,1,132,313,3133,233,1
1,1,0,0,0,213,131,3311,223,0
1,1,0,1,1,123,231,3111,222,0
1,0,0,1,0,131,313,2333,222,0
0,0,1,1,0,131,213,2133,231,1
0,1,1,1,1,313,131,2321,131,1
1,1,1,0,1,212,321,1212,232,1
0,1,1,0,0,123,312,1313,121,1
